,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position,State,Category
2045,Ohio State University-Newark Campus ,76800,5.0,11.0,101000.0,98.7,aP,OHIO,Baccalaureate
2046,Ohio State University-Newark Campus ,0,,0.0,,,I,OHIO,Baccalaureate
2047,Ohio University-Chillicothe Campus ,0,0.0,2.0,,,P,OHIO,Rank
2048,Ohio University-Chillicothe Campus ,78700,0.8,14.0,108900.0,104.5,AP,OHIO,Rank
2049,Ohio University-Chillicothe Campus ,63000,0.0,6.0,90800.0,110.0,aP,OHIO,Rank
2050,Ohio University-Chillicothe Campus ,0,,0.0,,,I,OHIO,Rank
2051,Ohio University-Eastern Campus ,0,,0.0,,,P,OHIO,Rank
2052,Ohio University-Eastern Campus ,77100,0.0,11.0,107000.0,106.7,AP,OHIO,Rank
2053,Ohio University-Eastern Campus ,0,0.0,3.0,,84.6,aP,OHIO,Rank
2054,Ohio University-Eastern Campus ,0,,0.0,,,I,OHIO,Rank
2055,Ohio University-Lancaster Campus ,0,0.0,3.0,,107.2,P,OHIO,Rank
2056,Ohio University-Lancaster Campus ,75400,0.0,18.0,105000.0,104.4,AP,OHIO,Rank
2057,Ohio University-Lancaster Campus ,0,2.5,3.0,,,aP,OHIO,Rank
2058,Ohio University-Lancaster Campus ,0,,0.0,,,I,OHIO,Rank
2059,Ohio University-Main Campus ,112700,0.0,233.0,147900.0,89.3,P,OHIO,Doctor
2060,Ohio University-Main Campus ,86800,0.7,275.0,118100.0,95.8,AP,OHIO,Doctor
2061,Ohio University-Main Campus ,78700,0.4,192.0,108800.0,97.1,aP,OHIO,Doctor
2062,Ohio University-Main Campus ,0,,0.0,,,I,OHIO,Doctor
2063,Ohio University-Southern Campus ,0,,1.0,,,P,OHIO,Rank
2064,Ohio University-Southern Campus ,75700,0.0,13.0,105400.0,94.1,AP,OHIO,Rank
2065,Ohio University-Southern Campus ,59500,2.0,5.0,86900.0,103.7,aP,OHIO,Rank
2066,Ohio University-Southern Campus ,0,,0.0,,,I,OHIO,Rank
2067,Ohio University-Zanesville Campus ,91200,0.0,5.0,123200.0,105.8,P,OHIO,Rank
2068,Ohio University-Zanesville Campus ,73600,0.0,18.0,103000.0,101.3,AP,OHIO,Rank
2069,Ohio University-Zanesville Campus ,59800,0.0,7.0,87100.0,98.4,aP,OHIO,Rank
2070,Ohio University-Zanesville Campus ,0,,0.0,,,I,OHIO,Rank
2071,Ohio Valley University ,47800,0.0,6.0,61400.0,76.3,P,VIRGINIA,Baccalaureate
2072,Ohio Valley University ,45600,2.1,5.0,54400.0,102.5,AP,VIRGINIA,Baccalaureate
2073,Ohio Valley University ,43900,0.0,9.0,55200.0,84.2,aP,VIRGINIA,Baccalaureate
2074,Ohio Valley University ,0,0.0,2.0,,,I,VIRGINIA,Baccalaureate
2075,Ohio Wesleyan University ,94500,2.6,64.0,131000.0,99.3,P,OHIO,Baccalaureate
2076,Ohio Wesleyan University ,69500,3.1,42.0,96000.0,99.8,AP,OHIO,Baccalaureate
2077,Ohio Wesleyan University ,59500,3.8,23.0,79800.0,98.0,aP,OHIO,Baccalaureate
2078,Ohio Wesleyan University ,57900,4.8,8.0,80500.0,94.8,I,OHIO,Baccalaureate
2079,Oklahoma Panhandle State University ,52800,7.3,10.0,,110.9,P,OKLAHOMA,Baccalaureate
2080,Oklahoma Panhandle State University ,48800,,7.0,,104.5,AP,OKLAHOMA,Baccalaureate
2081,Oklahoma Panhandle State University ,47200,,19.0,,99.4,aP,OKLAHOMA,Baccalaureate
2082,Oklahoma Panhandle State University ,39700,,16.0,,104.5,I,OKLAHOMA,Baccalaureate
2083,Oklahoma State University Institute of Technology ,44900,,117.0,65600.0,104.7,U,OKLAHOMA,NoRank
2084,Oklahoma State University-Main Campus ,108600,0.1,303.0,160600.0,87.2,P,OKLAHOMA,Doctor
2085,Oklahoma State University-Main Campus ,82700,1.3,268.0,116400.0,88.9,AP,OKLAHOMA,Doctor
2086,Oklahoma State University-Main Campus ,78200,1.3,287.0,106000.0,92.3,aP,OKLAHOMA,Doctor
2087,Oklahoma State University-Main Campus ,0,,3.0,,98.7,I,OKLAHOMA,Doctor
2088,Oklahoma State University-Oklahoma City ,61200,,8.0,84500.0,93.3,P,OKLAHOMA,Rank
2089,Oklahoma State University-Oklahoma City ,51900,3.6,21.0,84100.0,95.8,AP,OKLAHOMA,Rank
2090,Oklahoma State University-Oklahoma City ,45900,1.2,24.0,68200.0,95.9,aP,OKLAHOMA,Rank
2091,Oklahoma State University-Oklahoma City ,45100,13.0,23.0,63900.0,111.2,I,OKLAHOMA,Rank
2092,Old Dominion University ,117600,2.4,218.0,170000.0,87.6,P,VIRGINIA,Doctor
2093,Old Dominion University ,85200,3.7,220.0,119500.0,95.8,AP,VIRGINIA,Doctor
2094,Old Dominion University ,74700,2.3,163.0,101600.0,89.3,aP,VIRGINIA,Doctor
2095,Old Dominion University ,60000,2.0,4.0,81200.0,144.8,I,VIRGINIA,Doctor
2096,Oregon State University ,123700,3.3,335.0,208600.0,94.1,P,OREGON,Doctor
2097,Oregon State University ,94300,4.6,259.0,147700.0,94.8,AP,OREGON,Doctor
2098,Oregon State University ,83600,4.5,292.0,124200.0,93.1,aP,OREGON,Doctor
2099,Oregon State University ,53400,4.5,348.0,94100.0,92.8,I,OREGON,Doctor
2100,Ottawa University-Ottawa ,69000,4.7,9.0,88100.0,102.7,P,KANSAS,Baccalaureate
2101,Ottawa University-Ottawa ,54300,2.9,14.0,79800.0,112.4,AP,KANSAS,Baccalaureate
2102,Ottawa University-Ottawa ,52500,9.8,7.0,74000.0,118.2,aP,KANSAS,Baccalaureate
2103,Ottawa University-Ottawa ,0,0.0,2.0,,106.7,I,KANSAS,Baccalaureate
2104,Ouachita Baptist University ,63800,2.6,39.0,83800.0,92.5,P,ARKANSAS,Baccalaureate
2105,Ouachita Baptist University ,57000,3.8,23.0,78200.0,85.2,AP,ARKANSAS,Baccalaureate
2106,Ouachita Baptist University ,49800,3.4,22.0,68500.0,89.7,aP,ARKANSAS,Baccalaureate
2107,Ouachita Baptist University ,41300,3.0,4.0,54200.0,99.5,I,ARKANSAS,Baccalaureate
2108,Our Lady of the Lake University ,85300,2.6,26.0,,101.7,P,TEXAS,Master
2109,Our Lady of the Lake University ,70900,2.9,20.0,,101.6,AP,TEXAS,Master
2110,Our Lady of the Lake University ,64800,2.8,50.0,,94.4,aP,TEXAS,Master
2111,Our Lady of the Lake University ,0,0.9,2.0,,,I,TEXAS,Master
2112,Pace University-New York ,142500,6.4,198.0,182900.0,93.6,P,YORK,Master
2113,Pace University-New York ,106700,5.1,113.0,138300.0,98.8,AP,YORK,Master
2114,Pace University-New York ,85200,4.7,147.0,109900.0,104.3,aP,YORK,Master
2115,Pace University-New York ,0,,0.0,,,I,YORK,Master
2116,Pacific Lutheran University ,79000,0.5,44.0,100900.0,100.2,P,WASHINGTON,Master
2117,Pacific Lutheran University ,64400,0.3,78.0,84100.0,100.0,AP,WASHINGTON,Master
2118,Pacific Lutheran University ,67200,2.8,51.0,86400.0,96.3,aP,WASHINGTON,Master
2119,Pacific Lutheran University ,50900,2.9,18.0,67500.0,108.1,I,WASHINGTON,Master
2120,Palm Beach Atlantic University ,73500,,53.0,,97.6,P,FLORIDA,Baccalaureate
2121,Palm Beach Atlantic University ,76300,,56.0,,92.5,AP,FLORIDA,Baccalaureate
2122,Palm Beach Atlantic University ,60300,,57.0,,109.5,aP,FLORIDA,Baccalaureate
2123,Palm Beach Atlantic University ,54900,,5.0,,,I,FLORIDA,Baccalaureate
2124,Pennsylvania State University-Main Campus ,157000,2.3,870.0,200300.0,92.8,P,PENNSYLVANIA,Doctor
2125,Pennsylvania State University-Main Campus ,107300,2.9,550.0,139600.0,92.5,AP,PENNSYLVANIA,Doctor
2126,Pennsylvania State University-Main Campus ,90400,3.1,511.0,118900.0,90.2,aP,PENNSYLVANIA,Doctor
2127,Pennsylvania State University-Main Campus ,62600,3.1,263.0,103500.0,84.5,I,PENNSYLVANIA,Doctor
2128,Pennsylvania State University-Penn State Abington ,110700,2.5,140.0,144300.0,101.0,P,PENNSYLVANIA,Baccalaureate
2129,Pennsylvania State University-Penn State Abington ,86900,2.3,334.0,116100.0,96.0,AP,PENNSYLVANIA,Baccalaureate
2130,Pennsylvania State University-Penn State Abington ,72200,2.8,352.0,99000.0,89.1,aP,PENNSYLVANIA,Baccalaureate
2131,Pennsylvania State University-Penn State Abington ,60300,2.5,216.0,89200.0,94.2,I,PENNSYLVANIA,Baccalaureate
2132,Pennsylvania State University-Penn State Harrisburg ,124200,1.8,29.0,157900.0,90.2,P,PENNSYLVANIA,Master
2133,Pennsylvania State University-Penn State Harrisburg ,108500,2.2,74.0,140200.0,88.2,AP,PENNSYLVANIA,Master
2134,Pennsylvania State University-Penn State Harrisburg ,87300,2.8,68.0,116900.0,100.7,aP,PENNSYLVANIA,Master
2135,Pennsylvania State University-Penn State Harrisburg ,63700,1.9,27.0,90300.0,92.1,I,PENNSYLVANIA,Master
2136,Pepperdine University ,143100,2.0,128.0,182800.0,93.5,P,CALIFORNIA,Master
2137,Pepperdine University ,116700,3.2,91.0,152300.0,83.7,AP,CALIFORNIA,Master
2138,Pepperdine University ,89100,7.4,87.0,115900.0,84.0,aP,CALIFORNIA,Master
2139,Pepperdine University ,59700,4.7,26.0,80300.0,96.1,I,CALIFORNIA,Master
2140,Philadelphia University ,102100,0.5,22.0,147800.0,88.1,P,PENNSYLVANIA,Master
2141,Philadelphia University ,79900,1.9,51.0,121600.0,96.3,AP,PENNSYLVANIA,Master
2142,Philadelphia University ,67900,1.6,48.0,110500.0,100.4,aP,PENNSYLVANIA,Master
2143,Philadelphia University ,0,4.2,2.0,,,I,PENNSYLVANIA,Master
2144,Pittsburg State University ,82900,0.3,106.0,110600.0,94.5,P,KANSAS,Master
2145,Pittsburg State University ,66200,0.3,80.0,89000.0,93.7,AP,KANSAS,Master
2146,Pittsburg State University ,57200,0.0,82.0,74700.0,98.4,aP,KANSAS,Master
2147,Pittsburg State University ,48500,0.0,57.0,63100.0,101.5,I,KANSAS,Master
2148,Pittsburgh Theological Seminary ,103300,,7.0,135800.0,98.8,P,PENNSYLVANIA,Master
2149,Pittsburgh Theological Seminary ,85600,,4.0,115600.0,95.0,AP,PENNSYLVANIA,Master
2150,Pittsburgh Theological Seminary ,0,,3.0,,,aP,PENNSYLVANIA,Master
2151,Pittsburgh Theological Seminary ,0,,0.0,,,I,PENNSYLVANIA,Master
2152,Pitzer College ,134000,3.8,37.0,181100.0,91.8,P,CALIFORNIA,Baccalaureate
2153,Pitzer College ,98700,7.8,20.0,142500.0,99.4,AP,CALIFORNIA,Baccalaureate
2154,Pitzer College ,82200,5.4,16.0,116600.0,91.0,aP,CALIFORNIA,Baccalaureate
2155,Pitzer College ,0,,0.0,,,I,CALIFORNIA,Baccalaureate
2156,Plymouth State University ,93000,2.4,73.0,119300.0,97.5,P,HAMPSHIRE,Master
2157,Plymouth State University ,77100,4.5,44.0,100600.0,99.1,AP,HAMPSHIRE,Master
2158,Plymouth State University ,67700,5.5,39.0,88600.0,98.3,aP,HAMPSHIRE,Master
2159,Plymouth State University ,0,,2.0,,103.5,I,HAMPSHIRE,Master
2160,Point Loma Nazarene University ,102600,-0.3,78.0,129700.0,98.2,P,CALIFORNIA,Baccalaureate
2161,Point Loma Nazarene University ,82900,1.2,48.0,102700.0,100.8,AP,CALIFORNIA,Baccalaureate
2162,Point Loma Nazarene University ,67900,3.3,17.0,82200.0,99.4,aP,CALIFORNIA,Baccalaureate
2163,Point Loma Nazarene University ,0,,0.0,,,I,CALIFORNIA,Baccalaureate
2164,Pomona College ,156500,3.0,86.0,198100.0,93.4,P,CALIFORNIA,Baccalaureate
2165,Pomona College ,114100,6.1,66.0,150100.0,102.3,AP,CALIFORNIA,Baccalaureate
2166,Pomona College ,93300,7.9,33.0,121800.0,105.3,aP,CALIFORNIA,Baccalaureate
2167,Pomona College ,0,5.2,1.0,,,I,CALIFORNIA,Baccalaureate
2168,Portland State University ,106500,2.4,193.0,170800.0,95.4,P,OREGON,Doctor
2169,Portland State University ,83500,3.6,170.0,127200.0,96.0,AP,OREGON,Doctor
2170,Portland State University ,71600,2.5,240.0,102900.0,92.7,aP,OREGON,Doctor
2171,Portland State University ,56600,3.5,147.0,87600.0,95.9,I,OREGON,Doctor
2172,Prairie View A & M University ,104200,,67.0,133100.0,91.8,P,TEXAS,Master
2173,Prairie View A & M University ,81300,,64.0,101900.0,107.1,AP,TEXAS,Master
2174,Prairie View A & M University ,68400,,53.0,85900.0,96.5,aP,TEXAS,Master
2175,Prairie View A & M University ,0,,1.0,,,I,TEXAS,Master
2176,Prince William Sound Community College ,0,,0.0,,,P,ALASKA,Rank
2177,Prince William Sound Community College ,71300,2.0,4.0,131700.0,,AP,ALASKA,Rank
2178,Prince William Sound Community College ,61500,2.0,6.0,121900.0,87.2,aP,ALASKA,Rank
2179,Prince William Sound Community College ,0,1.0,0.0,,,I,ALASKA,Rank
2180,Princeton University ,238000,3.7,487.0,307400.0,91.3,P,JERSEY,Doctor
2181,Princeton University ,143800,8.6,95.0,185800.0,97.1,AP,JERSEY,Doctor
2182,Princeton University ,115200,6.8,195.0,148800.0,87.1,aP,JERSEY,Doctor
2183,Princeton University ,97800,5.5,22.0,126300.0,98.7,I,JERSEY,Doctor
2184,Providence College ,118900,3.9,60.0,156800.0,96.6,P,ISLAND,Master
2185,Providence College ,91500,4.0,98.0,124000.0,95.6,AP,ISLAND,Master
2186,Providence College ,85400,4.2,114.0,110800.0,94.8,aP,ISLAND,Master
2187,Providence College ,73700,3.0,15.0,89300.0,95.9,I,ISLAND,Master
2188,Purdue University-Calumet Campus ,100100,0.0,84.0,136500.0,97.2,P,INDIANA,Master
2189,Purdue University-Calumet Campus ,77400,0.4,119.0,104200.0,99.2,AP,INDIANA,Master
2190,Purdue University-Calumet Campus ,68200,1.4,97.0,92600.0,92.3,aP,INDIANA,Master
2191,Purdue University-Calumet Campus ,47600,4.0,21.0,64300.0,63.9,I,INDIANA,Master
2192,Purdue University-Main Campus ,142400,2.8,883.0,185700.0,94.0,P,INDIANA,Doctor
2193,Purdue University-Main Campus ,101200,3.5,537.0,135300.0,94.1,AP,INDIANA,Doctor
2194,Purdue University-Main Campus ,89700,3.7,596.0,119400.0,93.3,aP,INDIANA,Doctor
2195,Purdue University-Main Campus ,73600,5.9,10.0,97800.0,112.8,I,INDIANA,Doctor
2196,Quinnipiac University ,133300,1.8,113.0,183900.0,90.5,P,CONNECTICUT,Master
2197,Quinnipiac University ,96400,2.3,114.0,139600.0,89.1,AP,CONNECTICUT,Master
2198,Quinnipiac University ,88900,2.7,135.0,121500.0,94.1,aP,CONNECTICUT,Master
2199,Quinnipiac University ,74700,4.2,14.0,99500.0,94.7,I,CONNECTICUT,Master
2200,Radford University ,90800,2.9,154.0,124700.0,93.1,P,VIRGINIA,Master
2201,Radford University ,72800,4.3,126.0,103900.0,93.7,AP,VIRGINIA,Master
2202,Radford University ,66500,4.8,111.0,93100.0,97.8,aP,VIRGINIA,Master
2203,Radford University ,54700,3.9,69.0,79600.0,112.4,I,VIRGINIA,Master
2204,Ramapo College of New Jersey ,125400,5.2,68.0,188900.0,98.9,P,JERSEY,Baccalaureate
2205,Ramapo College of New Jersey ,99400,7.7,91.0,149800.0,98.5,AP,JERSEY,Baccalaureate
2206,Ramapo College of New Jersey ,83200,5.6,56.0,125400.0,105.1,aP,JERSEY,Baccalaureate
2207,Ramapo College of New Jersey ,0,1.7,1.0,,,I,JERSEY,Baccalaureate
2208,Randolph College ,84500,4.4,32.0,107700.0,95.5,P,VIRGINIA,Baccalaureate
2209,Randolph College ,70500,4.6,19.0,92500.0,94.0,AP,VIRGINIA,Baccalaureate
2210,Randolph College ,61100,6.3,17.0,79700.0,103.3,aP,VIRGINIA,Baccalaureate
2211,Randolph College ,0,3.0,3.0,,97.5,I,VIRGINIA,Baccalaureate
2212,Randolph-Macon College ,88200,1.5,41.0,113200.0,91.3,P,VIRGINIA,Baccalaureate
2213,Randolph-Macon College ,69700,1.4,31.0,90500.0,97.4,AP,VIRGINIA,Baccalaureate
2214,Randolph-Macon College ,61200,2.2,21.0,80900.0,95.3,aP,VIRGINIA,Baccalaureate
2215,Randolph-Macon College ,57100,0.9,13.0,75100.0,111.2,I,VIRGINIA,Baccalaureate
2216,Reed College ,114900,4.5,75.0,151600.0,91.8,P,OREGON,Baccalaureate
2217,Reed College ,89800,3.4,37.0,117500.0,100.2,AP,OREGON,Baccalaureate
2218,Reed College ,69200,4.2,27.0,90700.0,100.6,aP,OREGON,Baccalaureate
2219,Reed College ,76400,2.9,10.0,97200.0,94.3,I,OREGON,Baccalaureate
2220,Reedley College ,91500,,187.0,125100.0,94.7,U,CALIFORNIA,NoRank
2221,Rensselaer Polytechnic Institute ,151800,3.3,199.0,204000.0,98.6,P,YORK,Doctor
2222,Rensselaer Polytechnic Institute ,106600,3.2,89.0,139700.0,94.9,AP,YORK,Doctor
2223,Rensselaer Polytechnic Institute ,100800,2.9,67.0,134900.0,92.3,aP,YORK,Doctor
2224,Rensselaer Polytechnic Institute ,43800,2.5,9.0,58900.0,101.0,I,YORK,Doctor
2225,Rhode Island College ,81300,3.0,114.0,117900.0,96.7,P,ISLAND,Master
2226,Rhode Island College ,70800,4.0,104.0,103100.0,96.8,AP,ISLAND,Master
2227,Rhode Island College ,61900,3.6,117.0,91300.0,99.7,aP,ISLAND,Master
2228,Rhode Island College ,0,,0.0,,,I,ISLAND,Master
2229,Rhodes College ,105400,2.5,32.0,138400.0,93.8,P,TENNESSEE,Baccalaureate
2230,Rhodes College ,75700,2.9,72.0,101600.0,101.0,AP,TENNESSEE,Baccalaureate
2231,Rhodes College ,65500,2.7,69.0,82500.0,93.0,aP,TENNESSEE,Baccalaureate
2232,Rhodes College ,63500,4.2,7.0,79800.0,115.4,I,TENNESSEE,Baccalaureate
2233,Rice University ,193000,2.4,308.0,242500.0,94.1,P,TEXAS,Doctor
2234,Rice University ,116800,3.3,106.0,149200.0,95.0,AP,TEXAS,Doctor
2235,Rice University ,107600,2.4,105.0,134900.0,99.6,aP,TEXAS,Doctor
2236,Rice University ,60300,1.8,23.0,76200.0,86.4,I,TEXAS,Doctor
2237,Ripon College ,81700,3.7,16.0,111700.0,99.1,P,WISCONSIN,Baccalaureate
2238,Ripon College ,64500,4.5,28.0,85000.0,97.9,AP,WISCONSIN,Baccalaureate
2239,Ripon College ,54200,6.6,10.0,68900.0,103.4,aP,WISCONSIN,Baccalaureate
2240,Ripon College ,0,,3.0,,114.0,I,WISCONSIN,Baccalaureate
2241,Roanoke College ,89400,1.1,47.0,117300.0,93.3,P,VIRGINIA,Baccalaureate
2242,Roanoke College ,71600,2.1,58.0,94800.0,101.7,AP,VIRGINIA,Baccalaureate
2243,Roanoke College ,64500,2.7,24.0,83300.0,96.1,aP,VIRGINIA,Baccalaureate
2244,Roanoke College ,52700,1.1,36.0,69400.0,83.0,I,VIRGINIA,Baccalaureate
2245,Rochester Institute of Technology ,126600,3.0,241.0,168000.0,94.2,P,YORK,Master
2246,Rochester Institute of Technology ,96300,3.1,279.0,127900.0,93.9,AP,YORK,Master
2247,Rochester Institute of Technology ,85400,2.8,179.0,110400.0,93.4,aP,YORK,Master
2248,Rochester Institute of Technology ,58600,3.0,76.0,79200.0,90.3,I,YORK,Master
2249,Rocky Mountain College ,65500,1.8,23.0,73500.0,97.6,P,MONTANA,Baccalaureate
2250,Rocky Mountain College ,53900,7.2,16.0,60200.0,98.0,AP,MONTANA,Baccalaureate
2251,Rocky Mountain College ,53100,5.7,17.0,58800.0,87.6,aP,MONTANA,Baccalaureate
2252,Rocky Mountain College ,36500,,4.0,46000.0,108.0,I,MONTANA,Baccalaureate
2253,Rollins College ,98000,1.5,64.0,134700.0,87.5,P,FLORIDA,Master
2254,Rollins College ,87900,3.0,62.0,123200.0,85.9,AP,FLORIDA,Master
2255,Rollins College ,67700,4.3,59.0,91600.0,93.8,aP,FLORIDA,Master
2256,Rollins College ,0,,0.0,,,I,FLORIDA,Master
2257,Roosevelt University ,100400,3.5,45.0,125500.0,77.1,P,ILLINOIS,Master
2258,Roosevelt University ,76400,5.3,93.0,99200.0,89.8,AP,ILLINOIS,Master
2259,Roosevelt University ,66800,4.6,50.0,93000.0,100.3,aP,ILLINOIS,Master
2260,Roosevelt University ,0,,0.0,,,I,ILLINOIS,Master
2261,Rose-Hulman Institute of Technology ,119600,2.0,73.0,,98.9,P,INDIANA,Baccalaureate
2262,Rose-Hulman Institute of Technology ,95500,2.7,55.0,,95.5,AP,INDIANA,Baccalaureate
2263,Rose-Hulman Institute of Technology ,80000,2.9,45.0,,96.7,aP,INDIANA,Baccalaureate
2264,Rose-Hulman Institute of Technology ,0,,0.0,,,I,INDIANA,Baccalaureate
2265,Rutgers University-Camden ,154700,,108.0,200100.0,86.7,P,JERSEY,Master
2266,Rutgers University-Camden ,101400,,82.0,138600.0,98.3,AP,JERSEY,Master
2267,Rutgers University-Camden ,89100,,104.0,125700.0,90.0,aP,JERSEY,Master
2268,Rutgers University-Camden ,61600,,18.0,98100.0,112.8,I,JERSEY,Master
2269,Rutgers University-New Brunswick ,165900,,799.0,220200.0,93.1,P,JERSEY,Doctor
2270,Rutgers University-New Brunswick ,109600,,522.0,160400.0,96.4,AP,JERSEY,Doctor
2271,Rutgers University-New Brunswick ,86300,,501.0,136900.0,94.1,aP,JERSEY,Doctor
2272,Rutgers University-New Brunswick ,63700,,220.0,116100.0,95.6,I,JERSEY,Doctor
2273,Rutgers University-Newark ,183100,,190.0,238600.0,91.0,P,JERSEY,Doctor
2274,Rutgers University-Newark ,130600,,149.0,174300.0,100.6,AP,JERSEY,Doctor
2275,Rutgers University-Newark ,107500,,165.0,145900.0,93.8,aP,JERSEY,Doctor
2276,Rutgers University-Newark ,66300,,43.0,107800.0,84.3,I,JERSEY,Doctor
2277,SUNY Buffalo State ,93000,0.0,94.0,126800.0,95.9,P,YORK,Master
2278,SUNY Buffalo State ,76700,0.0,165.0,104200.0,91.1,AP,YORK,Master
2279,SUNY Buffalo State ,65600,0.1,65.0,89300.0,99.7,aP,YORK,Master
2280,SUNY Buffalo State ,0,,0.0,,,I,YORK,Master
2281,SUNY College at Brockport ,96100,0.0,54.0,128000.0,88.8,P,YORK,Master
2282,SUNY College at Brockport ,75800,0.1,139.0,104300.0,93.9,AP,YORK,Master
2283,SUNY College at Brockport ,62500,0.7,104.0,85100.0,100.0,aP,YORK,Master
2284,SUNY College at Brockport ,51800,0.0,5.0,74800.0,118.8,I,YORK,Master
2285,SUNY College at Geneseo ,92200,0.0,77.0,122200.0,95.3,P,YORK,Master
2286,SUNY College at Geneseo ,73900,0.1,78.0,101000.0,96.7,AP,YORK,Master
2287,SUNY College at Geneseo ,60100,0.0,64.0,81500.0,99.1,aP,YORK,Master
2288,SUNY College at Geneseo ,0,,0.0,,,I,YORK,Master
2289,SUNY College at Old Westbury ,101200,0.0,27.0,134600.0,88.3,P,YORK,Baccalaureate
2290,SUNY College at Old Westbury ,86800,0.3,58.0,116600.0,94.7,AP,YORK,Baccalaureate
2291,SUNY College at Old Westbury ,78900,0.5,65.0,102700.0,88.1,aP,YORK,Baccalaureate
2292,SUNY College at Old Westbury ,60700,0.0,4.0,81500.0,78.1,I,YORK,Baccalaureate
2293,SUNY College at Oswego ,88400,0.1,77.0,119400.0,96.3,P,YORK,Master
2294,SUNY College at Oswego ,73200,0.0,95.0,100200.0,88.2,AP,YORK,Master
2295,SUNY College at Oswego ,57800,0.3,180.0,79100.0,100.2,aP,YORK,Master
2296,SUNY College at Oswego ,31200,3.6,16.0,45600.0,126.1,I,YORK,Master
2297,SUNY College at Plattsburgh ,88700,0.1,66.0,121900.0,88.6,P,YORK,Master
2298,SUNY College at Plattsburgh ,68800,0.0,92.0,94800.0,93.6,AP,YORK,Master
2299,SUNY College at Plattsburgh ,60800,0.0,56.0,84800.0,94.8,aP,YORK,Master
2300,SUNY College at Plattsburgh ,0,,0.0,,,I,YORK,Master
2301,SUNY College at Potsdam ,80500,0.0,75.0,109300.0,95.0,P,YORK,Master
2302,SUNY College at Potsdam ,64100,0.0,77.0,89200.0,105.2,AP,YORK,Master
2303,SUNY College at Potsdam ,52100,0.9,64.0,72300.0,97.3,aP,YORK,Master
2304,SUNY College at Potsdam ,41700,,21.0,56500.0,108.4,I,YORK,Master
2305,SUNY College of Agriculture and Technology at Cobleskill ,77900,0.0,32.0,105900.0,99.3,P,YORK,Rank
2306,SUNY College of Agriculture and Technology at Cobleskill ,64600,1.5,29.0,90600.0,95.5,AP,YORK,Rank
2307,SUNY College of Agriculture and Technology at Cobleskill ,55000,0.0,31.0,79500.0,97.3,aP,YORK,Rank
2308,SUNY College of Agriculture and Technology at Cobleskill ,42900,0.4,11.0,55800.0,89.9,I,YORK,Rank
2309,SUNY College of Environmental Science and Forestry ,100800,0.3,46.0,152500.0,97.8,P,YORK,Doctor
2310,SUNY College of Environmental Science and Forestry ,80200,0.0,39.0,109800.0,97.4,AP,YORK,Doctor
2311,SUNY College of Environmental Science and Forestry ,64000,1.8,19.0,86700.0,103.0,aP,YORK,Doctor
2312,SUNY College of Environmental Science and Forestry ,61300,0.0,9.0,86100.0,95.6,I,YORK,Doctor
2313,SUNY College of Technology at Alfred ,78500,0.0,28.0,108900.0,97.7,P,YORK,Rank
2314,SUNY College of Technology at Alfred ,64400,0.2,39.0,89600.0,95.1,AP,YORK,Rank
